Grade_FAQ,Grade_Large,Grade_Local,Grade_Medium,Grade_Non-FAQ,Grade_Small,State,District,Commodity,Variety,Min_x0020_Price,Max_x0020_Price,Modal_x0020_Price
0.0,0.0,0.0,0.0,1.0,0.0,Madhya Pradesh,Khargone,Bengal Gram(Gram)(Whole),Chana Kanta,5250,5250,5250.0
0.0,0.0,0.0,0.0,1.0,0.0,Madhya Pradesh,Khargone,Bengal Gram(Gram)(Whole),Gram,5420,5475,5471.0
1.0,0.0,0.0,0.0,0.0,0.0,Madhya Pradesh,Khargone,Maize,Local,1626,2160,1626.0
0.0,0.0,0.0,0.0,1.0,0.0,Madhya Pradesh,Khargone,Soyabean,Soyabeen,4000,4000,4000.0
1.0,0.0,0.0,0.0,0.0,0.0,Madhya Pradesh,Khargone,Wheat,Mill Quality,2450,2500,2475.0
1.0,0.0,0.0,0.0,0.0,0.0,Madhya Pradesh,Khargone,Bengal Gram(Gram)(Whole),Gram,5425,5921,5921.0
0.0,0.0,0.0,0.0,1.0,0.0,Madhya Pradesh,Mandla,Paddy(Dhan)(Common),Paddy,2160,2160,2160.0
0.0,0.0,0.0,0.0,1.0,0.0,Madhya Pradesh,Mandsaur,Wheat,Wheat,2310,2528,2480.0
0.0,0.0,0.0,0.0,1.0,0.0,Madhya Pradesh,Morena,Mustard,Mustard,5800,5815,5815.0
0.0,0.0,0.0,0.0,1.0,0.0,Madhya Pradesh,Morena,Wheat,Wheat,2450,2485,2475.0
1.0,0.0,0.0,0.0,0.0,0.0,Madhya Pradesh,Morena,Mustard,Mustard,5600,5900,5900.0
1.0,0.0,0.0,0.0,0.0,0.0,Madhya Pradesh,Morena,Potato,Local,500,600,500.0
1.0,0.0,0.0,0.0,0.0,0.0,Madhya Pradesh,Morena,Tomato,Local,150,150,150.0
1.0,0.0,0.0,0.0,0.0,0.0,Madhya Pradesh,Morena,Mustard,Mustard,5910,5970,5970.0
1.0,0.0,0.0,0.0,0.0,0.0,Madhya Pradesh,Narsinghpur,Bengal Gram(Gram)(Whole),Gram,5425,5425,5425.0
1.0,0.0,0.0,0.0,0.0,0.0,Madhya Pradesh,Narsinghpur,Wheat,Wheat,2425,2430,2430.0
0.0,0.0,0.0,0.0,1.0,0.0,Madhya Pradesh,Narsinghpur,Bengal Gram(Gram)(Whole),Desi (F.A.Q. Split),5300,5800,5800.0
1.0,0.0,0.0,0.0,0.0,0.0,Madhya Pradesh,Raisen,Linseed,Flaxseed,6267,6267,6267.0
1.0,0.0,0.0,0.0,0.0,0.0,Madhya Pradesh,Raisen,Wheat,Wheat,2451,2500,2500.0
0.0,0.0,0.0,0.0,1.0,0.0,Madhya Pradesh,Rajgarh,Wheat,Wheat,2200,2405,2400.0
1.0,0.0,0.0,0.0,0.0,0.0,Madhya Pradesh,Rajgarh,Wheat,Mill Quality,2358,2373,2373.0
1.0,0.0,0.0,0.0,0.0,0.0,Madhya Pradesh,Rajgarh,Bengal Gram(Gram)(Whole),Gram,3805,4000,4000.0
1.0,0.0,0.0,0.0,0.0,0.0,Madhya Pradesh,Rajgarh,Wheat,Wheat,2391,2391,2391.0
0.0,0.0,0.0,0.0,1.0,0.0,Madhya Pradesh,Rajgarh,Wheat,Wheat,2275,2400,2400.0
0.0,0.0,0.0,0.0,1.0,0.0,Madhya Pradesh,Rajgarh,Wheat,Mill Quality,2350,2410,2410.0
1.0,0.0,0.0,0.0,0.0,0.0,Madhya Pradesh,Ratlam,Wheat,Lokwan,2600,2600,2600.0
1.0,0.0,0.0,0.0,0.0,0.0,Madhya Pradesh,Rewa,Cucumbar(Kheera),Cucumbar,1000,1000,1000.0
1.0,0.0,0.0,0.0,0.0,0.0,Madhya Pradesh,Sagar,Wheat,Mill Quality,2170,2347,2347.0
1.0,0.0,0.0,0.0,0.0,0.0,Madhya Pradesh,Sagar,Lentil (Masur)(Whole),Masur Dal,6150,6200,6200.0
1.0,0.0,0.0,0.0,0.0,0.0,Madhya Pradesh,Sagar,Carrot,Carrot,1000,2000,1500.0
0.0,0.0,0.0,1.0,0.0,0.0,Madhya Pradesh,Sagar,Grapes,Green,5500,6500,6000.0
0.0,0.0,0.0,1.0,0.0,0.0,Madhya Pradesh,Sagar,Karbuja(Musk Melon),Karbhuja,1400,1800,1600.0
1.0,0.0,0.0,0.0,0.0,0.0,Madhya Pradesh,Sagar,Spinach,Organic,500,900,700.0
1.0,0.0,0.0,0.0,0.0,0.0,Madhya Pradesh,Sagar,Wheat,Mill Quality,2310,2360,2350.0
0.0,0.0,0.0,0.0,1.0,0.0,Madhya Pradesh,Sagar,Wheat,Mill Quality,2200,2385,2350.0
1.0,0.0,0.0,0.0,0.0,0.0,Madhya Pradesh,Sehore,Wheat,Wheat,2452,3000,2489.0
1.0,0.0,0.0,0.0,0.0,0.0,Madhya Pradesh,Sehore,Bitter gourd,Bitter Gourd,2500,3500,3000.0
0.0,0.0,0.0,0.0,1.0,0.0,Madhya Pradesh,Sehore,Tomato,Deshi,500,1000,600.0
1.0,0.0,0.0,0.0,0.0,0.0,Madhya Pradesh,Seoni,Wheat,Mill Quality,2200,2200,2200.0
1.0,0.0,0.0,0.0,0.0,0.0,Madhya Pradesh,Seoni,Wheat,Wheat,2403,2415,2415.0
1.0,0.0,0.0,0.0,0.0,0.0,Madhya Pradesh,Shajapur,Wheat,Wheat,2986,3075,3075.0
1.0,0.0,0.0,0.0,0.0,0.0,Madhya Pradesh,Shajapur,Soyabean,Yellow,3650,4075,4025.0
1.0,0.0,0.0,0.0,0.0,0.0,Madhya Pradesh,Shajapur,Wheat,Wheat,2450,2450,2450.0
1.0,0.0,0.0,0.0,0.0,0.0,Madhya Pradesh,Shehdol,Paddy(Dhan)(Common),Common,2000,2000,2000.0
0.0,0.0,0.0,0.0,1.0,0.0,Madhya Pradesh,Sheopur,Mustard,Mustard,6070,6150,6115.0
0.0,0.0,0.0,0.0,1.0,0.0,Madhya Pradesh,Sheopur,Potato,Potato,1000,1300,1200.0
1.0,0.0,0.0,0.0,0.0,0.0,Madhya Pradesh,Tikamgarh,Wheat,Mill Quality,2455,2514,2481.0
0.0,0.0,0.0,0.0,1.0,0.0,Madhya Pradesh,Umariya,Bengal Gram(Gram)(Whole),Gram,5350,5400,5400.0
1.0,0.0,0.0,0.0,0.0,0.0,Madhya Pradesh,Umariya,Wheat,Wheat,2201,2201,2201.0
1.0,0.0,0.0,0.0,0.0,0.0,Madhya Pradesh,Vidisha,Wheat,Wheat,3790,3900,3900.0
1.0,0.0,0.0,0.0,0.0,0.0,Madhya Pradesh,Vidisha,Mustard,Mustard,5253,5326,5326.0
0.0,0.0,1.0,0.0,0.0,0.0,Maharashtra,Ahmednagar,Tamarind Fruit,Other,2500,3000,2500.0
0.0,0.0,1.0,0.0,0.0,0.0,Maharashtra,Ahmednagar,Brinjal,Other,400,1000,700.0
0.0,0.0,1.0,0.0,0.0,0.0,Maharashtra,Ahmednagar,Green Chilli,Other,2500,4000,3200.0
0.0,0.0,1.0,0.0,0.0,0.0,Maharashtra,Ahmednagar,Bottle gourd,Other,500,900,700.0
0.0,0.0,1.0,0.0,0.0,0.0,Maharashtra,Ahmednagar,Chilly Capsicum,Other,2000,3000,2550.0
0.0,0.0,1.0,0.0,0.0,0.0,Maharashtra,Ahmednagar,Onion Green,Other,5,9,7.0
0.0,0.0,1.0,0.0,0.0,0.0,Maharashtra,Ahmednagar,Papaya,Other,1000,1200,1100.0
0.0,0.0,1.0,0.0,0.0,0.0,Maharashtra,Ahmednagar,Peas Wet,Other,2500,3500,3000.0
0.0,0.0,1.0,0.0,0.0,0.0,Maharashtra,Ahmednagar,Ridgeguard(Tori),Other,1500,2500,2000.0
1.0,0.0,0.0,0.0,0.0,0.0,Maharashtra,Amarawati,Bengal Gram(Gram)(Whole),Other,5440,5510,5510.0
0.0,0.0,1.0,0.0,0.0,0.0,Maharashtra,Buldhana,Cotton,Desi,7200,7715,7500.0
1.0,0.0,0.0,0.0,0.0,0.0,Maharashtra,Buldhana,Wheat,Other,2400,2711,2500.0
0.0,0.0,1.0,0.0,0.0,0.0,Maharashtra,Buldhana,Jowar(Sorghum),Other,1800,2100,2000.0
0.0,0.0,0.0,0.0,1.0,0.0,Maharashtra,Buldhana,Maize,Yellow,1700,2200,2000.0
1.0,0.0,0.0,0.0,0.0,0.0,Maharashtra,Dharashiv(Usmanabad),Bengal Gram(Gram)(Whole),Other,5450,5450,5450.0
0.0,0.0,1.0,0.0,0.0,0.0,Maharashtra,Dharashiv(Usmanabad),Soyabean,Other,4000,4150,4100.0
0.0,0.0,1.0,0.0,0.0,0.0,Maharashtra,Jalgaon,Banana - Green,Other,2500,2500,2500.0
0.0,0.0,1.0,0.0,0.0,0.0,Maharashtra,Jalgaon,Brinjal,Other,1000,1500,1300.0
0.0,0.0,1.0,0.0,0.0,0.0,Maharashtra,Jalgaon,Guar,Other,8000,8000,8000.0
0.0,0.0,1.0,0.0,0.0,0.0,Maharashtra,Jalgaon,Peas Wet,Other,2800,3000,3000.0
0.0,0.0,1.0,0.0,0.0,0.0,Maharashtra,Jalgaon,Spinach,Other,500,1000,800.0
1.0,0.0,0.0,0.0,0.0,0.0,Maharashtra,Jalgaon,Wheat,147 Average,2511,2630,2600.0
0.0,0.0,0.0,0.0,1.0,0.0,Maharashtra,Jalgaon,Jowar(Sorghum),Other,2200,2250,2225.0
0.0,0.0,1.0,0.0,0.0,0.0,Maharashtra,Mumbai,Beans,Other,2800,3600,3200.0
0.0,0.0,1.0,0.0,0.0,0.0,Maharashtra,Mumbai,Cauliflower,Other,600,900,750.0
0.0,0.0,1.0,0.0,0.0,0.0,Maharashtra,Mumbai,Ginger(Green),Other,2600,3200,2900.0
1.0,0.0,0.0,0.0,0.0,0.0,Maharashtra,Mumbai,Maize,Other,2800,3900,3500.0
0.0,0.0,1.0,0.0,0.0,0.0,Maharashtra,Mumbai,Water Melon,Other,1000,1500,1250.0
0.0,0.0,1.0,0.0,0.0,0.0,Maharashtra,Mumbai,Potato,Other,1000,1700,1350.0
0.0,0.0,1.0,0.0,0.0,0.0,Maharashtra,Nagpur,Bhindi(Ladies Finger),Other,3040,3500,3360.0
0.0,0.0,1.0,0.0,0.0,0.0,Maharashtra,Nagpur,Cauliflower,Other,420,800,610.0
0.0,0.0,1.0,0.0,0.0,0.0,Maharashtra,Nagpur,Bhindi(Ladies Finger),Other,2500,3500,3000.0
0.0,0.0,1.0,0.0,0.0,0.0,Maharashtra,Nagpur,Brinjal,Other,600,1000,800.0
0.0,0.0,1.0,0.0,0.0,0.0,Maharashtra,Nagpur,Cucumbar(Kheera),Other,1000,2000,1500.0
0.0,0.0,1.0,0.0,0.0,0.0,Maharashtra,Nagpur,Mango,Other,3500,4500,4000.0
0.0,0.0,1.0,0.0,0.0,0.0,Maharashtra,Nagpur,Methi(Leaves),Other,2000,3000,2500.0
0.0,0.0,1.0,0.0,0.0,0.0,Maharashtra,Nagpur,Raddish,Other,1000,2000,1500.0
0.0,0.0,1.0,0.0,0.0,0.0,Maharashtra,Nagpur,Soyabean,Other,3700,4080,3985.0
0.0,0.0,0.0,0.0,1.0,0.0,Maharashtra,Parbhani,Arhar (Tur/Red Gram)(Whole),Other,7000,7100,7000.0
0.0,0.0,1.0,0.0,0.0,0.0,Maharashtra,Pune,Bhindi(Ladies Finger),Other,2000,4000,3000.0
0.0,0.0,1.0,0.0,0.0,0.0,Maharashtra,Pune,Carrot,Other,600,1000,800.0
0.0,0.0,1.0,0.0,0.0,0.0,Maharashtra,Pune,Cauliflower,Other,600,800,700.0
0.0,0.0,1.0,0.0,0.0,0.0,Maharashtra,Pune,Peas Wet,Other,4000,5500,4700.0
0.0,0.0,1.0,0.0,0.0,0.0,Maharashtra,Pune,Carrot,Other,500,2500,1500.0
0.0,0.0,1.0,0.0,0.0,0.0,Maharashtra,Pune,Chilly Capsicum,Other,1000,3500,2750.0
0.0,0.0,1.0,0.0,0.0,0.0,Maharashtra,Pune,Cucumbar(Kheera),Other,500,1600,1050.0
0.0,0.0,1.0,0.0,0.0,0.0,Maharashtra,Pune,Green Chilli,Other,3000,6000,4500.0
1.0,0.0,0.0,0.0,0.0,0.0,Maharashtra,Pune,Maize,Deshi Red,2400,2600,2500.0
0.0,0.0,1.0,0.0,0.0,0.0,Maharashtra,Pune,Methi(Leaves),Other,5,12,8.0
0.0,0.0,1.0,0.0,0.0,0.0,Maharashtra,Pune,Onion,Local,800,1800,1300.0
1.0,0.0,0.0,0.0,0.0,0.0,Maharashtra,Pune,Ragi (Finger Millet),Other,4300,5000,4650.0
0.0,0.0,1.0,0.0,0.0,0.0,Maharashtra,Pune,Rajgir,Other,4,7,5.0
0.0,0.0,1.0,0.0,0.0,0.0,Maharashtra,Pune,Sweet Pumpkin,Other,500,1200,850.0
0.0,0.0,1.0,0.0,0.0,0.0,Maharashtra,Pune,Bitter gourd,Other,2000,2300,2150.0
0.0,0.0,1.0,0.0,0.0,0.0,Maharashtra,Pune,Carrot,Other,1200,1600,1400.0
0.0,0.0,1.0,0.0,0.0,0.0,Maharashtra,Pune,Onion,Local,700,1600,1150.0
0.0,0.0,1.0,0.0,0.0,0.0,Maharashtra,Pune,Banana,Other,2000,7000,4500.0
0.0,0.0,1.0,0.0,0.0,0.0,Maharashtra,Pune,Beans,Other,3000,4000,3500.0
0.0,0.0,1.0,0.0,0.0,0.0,Maharashtra,Pune,Bhindi(Ladies Finger),Other,2000,3000,2500.0
0.0,0.0,1.0,0.0,0.0,0.0,Maharashtra,Pune,Bottle gourd,Other,2000,3000,2500.0
0.0,0.0,1.0,0.0,0.0,0.0,Maharashtra,Pune,Chilly Capsicum,Other,3000,4000,3500.0
0.0,0.0,1.0,0.0,0.0,0.0,Maharashtra,Pune,Cucumbar(Kheera),Other,1000,2000,1500.0
0.0,0.0,1.0,0.0,0.0,0.0,Maharashtra,Pune,Drumstick,Other,2000,3000,2500.0
0.0,0.0,1.0,0.0,0.0,0.0,Maharashtra,Pune,Onion Green,Other,10,10,10.0
0.0,0.0,1.0,0.0,0.0,0.0,Maharashtra,Pune,Peas Wet,Other,5000,6000,5500.0
0.0,0.0,1.0,0.0,0.0,0.0,Maharashtra,Pune,Potato,Local,1000,1400,1200.0
0.0,0.0,1.0,0.0,0.0,0.0,Maharashtra,Pune,Beetroot,Other,1000,1200,1100.0
0.0,0.0,1.0,0.0,0.0,0.0,Maharashtra,Pune,Bottle gourd,Other,1000,2000,1500.0
0.0,0.0,1.0,0.0,0.0,0.0,Maharashtra,Pune,Cabbage,Other,500,700,600.0
0.0,0.0,1.0,0.0,0.0,0.0,Maharashtra,Pune,Tomato,Local,800,1200,1000.0
0.0,0.0,1.0,0.0,0.0,0.0,Maharashtra,Raigad,Snakeguard,Other,3000,4000,3500.0
0.0,0.0,1.0,0.0,0.0,0.0,Maharashtra,Ratnagiri,French Beans (Frasbean),Other,5000,5500,5200.0
0.0,0.0,1.0,0.0,0.0,0.0,Maharashtra,Sangli,Papaya,Other,1000,2000,1500.0
0.0,0.0,1.0,0.0,0.0,0.0,Maharashtra,Sangli,Water Melon,Other,500,1100,800.0
0.0,0.0,1.0,0.0,0.0,0.0,Maharashtra,Satara,Ginger(Green),Other,1500,2000,1750.0
0.0,0.0,1.0,0.0,0.0,0.0,Maharashtra,Satara,Bottle gourd,Other,1000,1500,1250.0
0.0,0.0,1.0,0.0,0.0,0.0,Maharashtra,Satara,Cabbage,Other,400,500,450.0
0.0,0.0,1.0,0.0,0.0,0.0,Maharashtra,Satara,Ginger(Green),Other,2500,3500,3000.0
0.0,0.0,1.0,0.0,0.0,0.0,Maharashtra,Satara,Ridgeguard(Tori),Other,2500,3000,2750.0
0.0,0.0,1.0,0.0,0.0,0.0,Maharashtra,Sholapur,Carrot,Other,2000,3000,2500.0
0.0,0.0,1.0,0.0,0.0,0.0,Maharashtra,Sholapur,Cauliflower,Other,1000,1300,1200.0
0.0,0.0,1.0,0.0,0.0,0.0,Maharashtra,Sholapur,Chilly Capsicum,Other,2000,3000,2500.0
0.0,0.0,1.0,0.0,0.0,0.0,Maharashtra,Sholapur,Coriander(Leaves),Other,3,10,7.0
0.0,0.0,1.0,0.0,0.0,0.0,Maharashtra,Sholapur,Green Chilli,Other,3500,5500,5000.0
0.0,0.0,1.0,0.0,0.0,0.0,Maharashtra,Sholapur,Peas Wet,Other,4000,5000,4500.0
0.0,0.0,1.0,0.0,0.0,0.0,Maharashtra,Sholapur,Spinach,Other,6,9,8.0
0.0,0.0,1.0,0.0,0.0,0.0,Maharashtra,Thane,Rice,1009 Kar,4851,4851,4851.0
1.0,0.0,0.0,0.0,0.0,0.0,Manipur,Bishnupur,Cabbage,Cabbage,1500,2000,1750.0
1.0,0.0,0.0,0.0,0.0,0.0,Manipur,Bishnupur,Cauliflower,Cauliflower,1500,2000,1750.0
1.0,0.0,0.0,0.0,0.0,0.0,Manipur,Bishnupur,Onion,Onion,3500,4000,3750.0
0.0,0.0,0.0,1.0,0.0,0.0,Manipur,Imphal East,Banana,Other,4000,4500,4250.0
1.0,0.0,0.0,0.0,0.0,0.0,Manipur,Imphal East,Cauliflower,Cauliflower,1500,2000,1750.0
1.0,0.0,0.0,0.0,0.0,0.0,Manipur,Imphal East,Ginger(Green),Green Ginger,6000,7000,6500.0
1.0,0.0,0.0,0.0,0.0,0.0,Manipur,Imphal East,Onion,Other,3500,4000,3750.0
1.0,0.0,0.0,0.0,0.0,0.0,Nagaland,Dimapur,Beans,Other,5500,6500,6000.0
1.0,0.0,0.0,0.0,0.0,0.0,Nagaland,Dimapur,Green Chilli,Other,6500,8000,7000.0
1.0,0.0,0.0,0.0,0.0,0.0,Nagaland,Dimapur,Leafy Vegetable,Leafy Vegetables,2000,3000,2500.0
1.0,0.0,0.0,0.0,0.0,0.0,Nagaland,Kohima,Potato,Potato,3500,3700,3600.0
0.0,1.0,0.0,0.0,0.0,0.0,NCT of Delhi,Delhi,Ber(Zizyphus/Borehannu),Ber(Zizyphus),1000,5000,2560.0
1.0,0.0,0.0,0.0,0.0,0.0,NCT of Delhi,Delhi,Brinjal,Brinjal,500,1600,1175.0
1.0,0.0,0.0,0.0,0.0,0.0,NCT of Delhi,Delhi,Carrot,Carrot,500,1000,600.0
1.0,0.0,0.0,0.0,0.0,0.0,NCT of Delhi,Delhi,Coriander(Leaves),Coriander,1000,2500,1750.0
0.0,1.0,0.0,0.0,0.0,0.0,NCT of Delhi,Delhi,Guava,Guava,2000,6000,3825.0
1.0,0.0,0.0,0.0,0.0,0.0,NCT of Delhi,Delhi,Onion,Onion,750,2125,1625.0
1.0,0.0,0.0,0.0,0.0,0.0,NCT of Delhi,Delhi,Onion Green,Onion Green,1000,2500,1700.0
1.0,0.0,0.0,0.0,0.0,0.0,NCT of Delhi,Delhi,Pointed gourd (Parval),Pointed gourd (Parval),2000,4000,3300.0
1.0,0.0,0.0,0.0,0.0,0.0,NCT of Delhi,Delhi,Tinda,Tinda,1000,3000,1600.0
1.0,0.0,0.0,0.0,0.0,0.0,NCT of Delhi,Delhi,Anthorium,Anthorium,40,50,45.0
1.0,0.0,0.0,0.0,0.0,0.0,NCT of Delhi,Delhi,Bottle gourd,Bottle Gourd,1000,1800,1200.0
1.0,0.0,0.0,0.0,0.0,0.0,NCT of Delhi,Delhi,Cabbage,Cabbage,700,1000,750.0
1.0,0.0,0.0,0.0,0.0,0.0,NCT of Delhi,Delhi,Potato,Potato,800,1200,1000.0
1.0,0.0,0.0,0.0,0.0,0.0,NCT of Delhi,Delhi,Raddish,Raddish,800,1200,1000.0
1.0,0.0,0.0,0.0,0.0,0.0,Odisha,Bargarh,Onion,Other,2200,2400,2300.0
0.0,0.0,0.0,0.0,1.0,0.0,Odisha,Boudh,Onion,Other,2500,3500,3000.0
0.0,0.0,0.0,0.0,1.0,0.0,Odisha,Boudh,Onion,Other,2000,2800,2500.0
0.0,0.0,0.0,0.0,0.0,1.0,Odisha,Boudh,Water Melon,Other,700,1200,1000.0
1.0,0.0,0.0,0.0,0.0,0.0,Odisha,Dhenkanal,Cucumbar(Kheera),Cucumbar,3600,4000,3800.0
0.0,0.0,0.0,0.0,1.0,0.0,Odisha,Dhenkanal,Tomato,Tomato,1000,1200,1100.0
1.0,0.0,0.0,0.0,0.0,0.0,Odisha,Dhenkanal,Cabbage,Cabbage,1400,1800,1500.0
1.0,0.0,0.0,0.0,0.0,0.0,Odisha,Dhenkanal,Green Chilli,Green Chilly,8000,8200,8000.0
1.0,0.0,0.0,0.0,0.0,0.0,Odisha,Gajapati,Cabbage,Other,800,1000,900.0
1.0,0.0,0.0,0.0,0.0,0.0,Odisha,Kalahandi,Cabbage,Other,4000,4000,4000.0
1.0,0.0,0.0,0.0,0.0,0.0,Odisha,Kendrapara,Cucumbar(Kheera),Cucumbar,3000,4000,3500.0
1.0,0.0,0.0,0.0,0.0,0.0,Odisha,Kendrapara,Pumpkin,Pumpkin,1400,1500,1500.0
1.0,0.0,0.0,0.0,0.0,0.0,Odisha,Kendrapara,Tomato,Tomato,2000,2500,2000.0
1.0,0.0,0.0,0.0,0.0,0.0,Odisha,Kendrapara,Cucumbar(Kheera),Cucumbar,3000,4000,3500.0
0.0,0.0,0.0,0.0,1.0,0.0,Odisha,Kendrapara,Potato,Potato,1400,1500,1500.0
1.0,0.0,0.0,0.0,0.0,0.0,Odisha,Kendrapara,Pumpkin,Pumpkin,1400,1500,1500.0
1.0,0.0,0.0,0.0,0.0,0.0,Odisha,Kendrapara,Pointed gourd (Parval),Pointed gourd (Parval),8000,9000,8000.0
1.0,0.0,0.0,0.0,0.0,0.0,Odisha,Keonjhar,Cabbage,Other,3000,3500,3500.0
0.0,0.0,0.0,0.0,1.0,0.0,Odisha,Khurda,Onion,Other,2200,2500,2400.0
1.0,0.0,0.0,0.0,0.0,0.0,Odisha,Nuapada,Bitter gourd,Other,6000,6100,6000.0
1.0,0.0,0.0,0.0,0.0,0.0,Odisha,Nuapada,Cabbage,Other,3000,3100,3000.0
1.0,0.0,0.0,0.0,0.0,0.0,Odisha,Nuapada,Bhindi(Ladies Finger),Bhindi,6000,6100,6000.0
1.0,0.0,0.0,0.0,0.0,0.0,Odisha,Nuapada,Bitter gourd,Other,6000,6500,6000.0
1.0,0.0,0.0,0.0,0.0,0.0,Odisha,Nuapada,Cabbage,Other,2500,3000,3000.0
1.0,0.0,0.0,0.0,0.0,0.0,Odisha,Rayagada,Tomato,Hybrid,2100,3150,2560.0
1.0,0.0,0.0,0.0,0.0,0.0,Odisha,Rayagada,Pumpkin,Other,2000,3000,2500.0
1.0,0.0,0.0,0.0,0.0,0.0,Odisha,Sundergarh,Potato,Other,3000,3000,3000.0
1.0,0.0,0.0,0.0,0.0,0.0,Odisha,Sundergarh,Tomato,Other,2000,2000,2000.0
1.0,0.0,0.0,0.0,0.0,0.0,Odisha,Sundergarh,Carrot,Other,3000,3400,3300.0
1.0,0.0,0.0,0.0,0.0,0.0,Odisha,Sundergarh,Cucumbar(Kheera),Other,4000,4400,4300.0
1.0,0.0,0.0,0.0,0.0,0.0,Odisha,Sundergarh,Green Chilli,Other,4200,4600,4500.0
1.0,0.0,0.0,0.0,0.0,0.0,Punjab,Amritsar,Cauliflower,Local,1000,1200,1100.0
1.0,0.0,0.0,0.0,0.0,0.0,Punjab,Amritsar,Brinjal,Brinjal,300,500,400.0
1.0,0.0,0.0,0.0,0.0,0.0,Punjab,Amritsar,Cabbage,Cabbage,100,200,150.0
0.0,0.0,0.0,1.0,0.0,0.0,Punjab,Bhatinda,Banana,Other,3300,3300,3300.0
1.0,0.0,0.0,0.0,0.0,0.0,Punjab,Fatehgarh,Capsicum,Capsicum,3500,3500,3500.0
1.0,0.0,0.0,0.0,0.0,0.0,Punjab,Fatehgarh,Carrot,Carrot,2000,2000,2000.0
1.0,0.0,0.0,0.0,0.0,0.0,Punjab,Fatehgarh,Green Chilli,Green Chilly,5000,5000,5000.0
1.0,0.0,0.0,0.0,0.0,0.0,Punjab,Fatehgarh,Tomato,Tomato,2000,2000,2000.0
1.0,0.0,0.0,0.0,0.0,0.0,Punjab,Fazilka,Carrot,Other,500,1000,800.0
1.0,0.0,0.0,0.0,0.0,0.0,Punjab,Fazilka,Peas Wet,Other,1500,2500,2000.0
1.0,0.0,0.0,0.0,0.0,0.0,Punjab,Fazilka,Pumpkin,Other,1000,2000,1500.0
1.0,0.0,0.0,0.0,0.0,0.0,Punjab,Fazilka,Cabbage,Other,350,400,350.0
1.0,0.0,0.0,0.0,0.0,0.0,Punjab,Fazilka,Lemon,Lemon,4500,4700,4600.0
1.0,0.0,0.0,0.0,0.0,0.0,Punjab,Fazilka,Peas Wet,Other,2400,2500,2450.0
1.0,0.0,0.0,0.0,0.0,0.0,Punjab,Fazilka,Raddish,Other,300,300,300.0
1.0,0.0,0.0,0.0,0.0,0.0,Punjab,Fazilka,Sweet Pumpkin,Other,1050,1150,1100.0
0.0,1.0,0.0,0.0,0.0,0.0,Punjab,Ferozpur,Papaya,Other,2600,3000,2800.0
1.0,0.0,0.0,0.0,0.0,0.0,Punjab,Ferozpur,Potato,(Red Nanital),700,900,800.0
0.0,0.0,0.0,1.0,0.0,0.0,Punjab,Gurdaspur,Apple,Apple,7500,8000,7800.0
1.0,0.0,0.0,0.0,0.0,0.0,Punjab,Gurdaspur,Brinjal,Other,1000,1200,1100.0
1.0,0.0,0.0,0.0,0.0,0.0,Punjab,Gurdaspur,Cabbage,Other,600,800,700.0
1.0,0.0,0.0,0.0,0.0,0.0,Punjab,Gurdaspur,French Beans (Frasbean),Other,2000,2400,2200.0
1.0,0.0,0.0,0.0,0.0,0.0,Punjab,Gurdaspur,Ginger(Dry),Other,4000,4500,4300.0
0.0,0.0,0.0,1.0,0.0,0.0,Punjab,Gurdaspur,Pomegranate,Other,7000,8000,7500.0
1.0,0.0,0.0,0.0,0.0,0.0,Punjab,Gurdaspur,Capsicum,Capsicum,3500,3500,3500.0
1.0,0.0,0.0,0.0,0.0,0.0,Punjab,Gurdaspur,Raddish,Other,100,100,100.0
1.0,0.0,0.0,0.0,0.0,0.0,Punjab,Hoshiarpur,Tomato,Other,3000,3500,3250.0
1.0,0.0,0.0,0.0,0.0,0.0,Punjab,Hoshiarpur,Bhindi(Ladies Finger),Bhindi,4500,5500,5000.0
1.0,0.0,0.0,0.0,0.0,0.0,Punjab,Hoshiarpur,Ginger(Green),Green Ginger,3200,4000,3500.0
1.0,0.0,0.0,0.0,0.0,0.0,Punjab,Hoshiarpur,Bhindi(Ladies Finger),Bhindi,4500,5500,5000.0
1.0,0.0,0.0,0.0,0.0,0.0,Punjab,Hoshiarpur,Carrot,Carrot,1000,1500,1200.0
1.0,0.0,0.0,0.0,0.0,0.0,Punjab,Hoshiarpur,Lemon,Other,6000,7000,6500.0
0.0,0.0,0.0,1.0,0.0,0.0,Punjab,Hoshiarpur,Papaya,Papaya,3000,4000,3500.0
0.0,0.0,0.0,1.0,0.0,0.0,Punjab,Hoshiarpur,Apple,American,8000,9000,8500.0
1.0,0.0,0.0,0.0,0.0,0.0,Punjab,Hoshiarpur,Bhindi(Ladies Finger),Other,1300,2100,1700.0
1.0,0.0,0.0,0.0,0.0,0.0,Punjab,Hoshiarpur,Green Chilli,Other,3400,4000,3800.0
1.0,0.0,0.0,0.0,0.0,0.0,Punjab,Hoshiarpur,Brinjal,Brinjal,1000,1000,1000.0
1.0,0.0,0.0,0.0,0.0,0.0,Punjab,Hoshiarpur,Cauliflower,Cauliflower,1500,1800,1600.0
1.0,0.0,0.0,0.0,0.0,0.0,Punjab,Hoshiarpur,Pumpkin,Pumpkin,1800,2200,2000.0
1.0,0.0,0.0,0.0,0.0,0.0,Punjab,Hoshiarpur,Cabbage,Other,500,700,600.0
